,# time passed,number of events,total number,average number
544,4087.5,260.0,128318.0,31.392782874617737
545,4095.0,239.0,128557.0,31.393650793650792
546,4102.5,207.0,128764.0,31.386715417428398
547,4110.0,234.0,128998.0,31.386374695863747
548,4117.5,270.0,129268.0,31.39477838494232
549,4125.0,253.0,129521.0,31.399030303030305
550,4132.5,256.0,129777.0,31.40399274047187
551,4140.0,226.0,130003.0,31.40169082125604
552,4147.5,213.0,130216.0,31.396262808921037
553,4155.0,225.0,130441.0,31.393742478941036
554,4162.5,230.0,130671.0,31.392432432432432
555,4170.0,223.0,130894.0,31.389448441247
556,4177.5,259.0,131153.0,31.39509275882705
557,4185.0,226.0,131379.0,31.392831541218637
558,4192.5,241.0,131620.0,31.394156231365535
559,4200.0,228.0,131848.0,31.392380952380954
560,4207.5,241.0,132089.0,31.393701723113487
561,4215.0,242.0,132331.0,31.395255041518386
562,4222.5,223.0,132554.0,31.39230313795145
563,4230.0,214.0,132768.0,31.387234042553192
564,4237.5,266.0,133034.0,31.394454277286137
565,4245.0,238.0,133272.0,31.39505300353357
566,4252.5,242.0,133514.0,31.396590241034687
567,4260.0,246.0,133760.0,31.399061032863848
568,4267.5,223.0,133983.0,31.396133567662567
569,4275.0,266.0,134249.0,31.403274853801168
570,4282.5,225.0,134474.0,31.400817279626388
571,4290.0,265.0,134739.0,31.407692307692308
572,4297.5,218.0,134957.0,31.403606748109365
573,4305.0,248.0,135205.0,31.40650406504065
574,4312.5,240.0,135445.0,31.40753623188406
575,4320.0,240.0,135685.0,31.408564814814813
576,4327.5,216.0,135901.0,31.404043905257076
577,4335.0,228.0,136129.0,31.40230680507497
578,4342.5,209.0,136338.0,31.396200345423143
579,4350.0,263.0,136601.0,31.402528735632185
580,4357.5,226.0,136827.0,31.400344234079174
581,4365.0,247.0,137074.0,31.402978235967925
582,4372.5,238.0,137312.0,31.403544882790165
583,4380.0,222.0,137534.0,31.400456621004565
584,4387.5,245.0,137779.0,31.40262108262108
585,4395.0,231.0,138010.0,31.401592718998863
586,4402.5,228.0,138238.0,31.399886428165814
587,4410.0,227.0,138465.0,31.397959183673468
